order_id,customer_id,order_date,total_amount,discount_amount,final_amount,channel
1275,1639,2024-01-16,561.81,74.61,487.2,Online
1276,3588,2023-10-06,148.92,8.74,140.18,Online
1277,3077,2023-10-15,268.32,34.59,233.73,Online
1278,29,2023-10-09,393.04,28.47,364.57,Online
1279,576,2024-06-28,62.82,8.35,54.47,Online
1280,2875,2024-05-23,906.75,91.24,815.51,Online
1281,799,2024-04-26,1169.1,171.72,997.38,Online
1282,1306,2024-09-12,620.08,39.58,580.5,Online
1283,1455,2023-01-21,657.43,61.36,596.07,In-Store
1284,3859,2023-01-11,91.84,10.76,81.08,Online
1285,2520,2024-03-31,249.57,19.37,230.2,In-Store
1286,688,2024-10-23,196.46,18.7,177.76,In-Store
1287,1366,2024-09-12,131.56,8.26,123.3,In-Store
1288,3552,2023-10-15,288.15,27.56,260.59,Online
1289,744,2023-08-09,829.68,116.93,712.75,Online
1290,1778,2023-08-19,266.19,36.76,229.43,In-Store
1291,450,2023-10-23,50.76,6.4,44.36,Online
1292,373,2024-01-08,649.2,72.43,576.77,Online
1293,1790,2024-10-15,207.27,25.3,181.97,Online
1294,1856,2024-11-02,153.3,9.34,143.96,Online
1295,2024,2024-06-02,990.28,98.51,891.77,Online
1296,847,2024-11-15,700.08,73.85,626.23,Online
1297,907,2024-10-11,283.66,28.14,255.52,Online
1298,2724,2024-12-01,523.21,40.2,483.01,Online
1299,105,2024-07-07,474.01,38.67,435.34,Online
1300,972,2024-01-14,394.68,22.88,371.8,Online
1301,1852,2024-03-11,236.89,31.48,205.41,Online
1302,848,2024-07-18,49.47,4.56,44.91,Online
1303,3798,2024-09-21,528.73,46.05,482.68,Online
1304,3327,2024-07-10,385.55,35.06,350.49,Online
1305,521,2024-10-09,578.08,85.2,492.88,Online
1306,1109,2023-10-12,156.82,18.75,138.07,In-Store
1307,1924,2024-04-02,374.23,19.68,354.55,Online
1308,1747,2023-10-19,47.6,4.12,43.48,Online
1309,3985,2024-06-17,110.92,9.61,101.31,In-Store
1310,55,2024-07-10,468.87,62.6,406.27,Online
1311,3009,2024-06-05,309.18,35.25,273.93,Online
1312,1705,2024-12-11,649.94,38.8,611.14,Online
1313,2891,2024-09-03,1294.14,113.16,1180.98,In-Store
1314,1304,2023-06-18,456.15,59.25,396.9,Online
1315,1627,2024-12-17,588.69,65.84,522.85,Online
1316,2740,2023-10-22,147.44,11.56,135.88,In-Store
1317,1150,2024-10-06,1673.43,239.28,1434.15,In-Store
1318,391,2023-10-02,973.9,56.23,917.67,Online
1319,3350,2024-05-20,600.84,42.05,558.79,Online
1320,2552,2023-12-15,489.61,61.55,428.06,Online
1321,504,2024-10-10,263.5,31.12,232.38,Online
1322,744,2024-11-22,477.88,41.5,436.38,In-Store
1323,1071,2024-05-02,124.34,12.08,112.26,Online
1324,2880,2024-04-30,804.66,113.95,690.71,Online
1325,1646,2024-09-15,395.51,28.03,367.48,Online
1326,1730,2024-08-24,520.89,77.79,443.1,In-Store
1327,2731,2024-03-05,221.32,20.51,200.81,Online
1328,1840,2024-03-22,309.96,18.25,291.71,Online
1329,2890,2024-08-07,809.28,102.38,706.9,In-Store
1330,115,2023-04-15,970.66,135.04,835.62,Online
1331,1262,2024-11-29,948.33,70.65,877.68,Online
1332,3637,2024-02-16,536.37,34.21,502.16,Online
1333,539,2023-06-25,677.98,79.91,598.07,Online
1334,344,2023-09-08,202.12,27.69,174.43,In-Store
1335,100,2023-07-26,929.03,53.75,875.28,Online
1336,127,2024-07-01,588.59,33.95,554.64,Online
1337,2633,2023-04-28,441.38,31.04,410.34,Online
1338,1158,2023-12-14,1270.26,70.3,1199.96,Online
1339,1004,2024-08-14,631.7,42.03,589.67,Online
1340,61,2024-06-27,34.32,4.64,29.68,Online
1341,2596,2024-09-29,443.66,44.95,398.71,Online
1342,365,2023-04-05,1135.26,124.62,1010.64,In-Store
1343,354,2024-07-01,96.81,6.76,90.05,Online
1344,2960,2024-09-26,228.15,16.34,211.81,Online
1345,2525,2024-04-08,622.54,34.59,587.95,In-Store
1346,161,2023-05-19,36.11,3.61,32.5,In-Store
1347,589,2023-12-14,42.37,5.95,36.42,Online
1348,1315,2024-10-12,1376.25,93.02,1283.23,Online
1349,918,2024-02-05,1000.28,95.89,904.39,Online
1350,3780,2024-11-02,273.2,18.17,255.03,Online
1351,91,2024-12-23,765.48,97.6,667.88,Online
1352,1339,2024-06-26,887.87,58.18,829.69,In-Store
1353,199,2023-08-08,1093.54,163.14,930.4,In-Store
1354,2290,2024-03-12,282.03,18.02,264.01,Online
1355,3852,2024-09-01,601.91,61.47,540.44,In-Store
1356,2882,2023-11-17,843.1,81.59,761.51,Online
1357,1553,2024-04-25,1359.9,108.37,1251.53,Online
1358,1389,2024-09-12,550.71,47.22,503.49,In-Store
1359,1215,2023-08-05,349.7,31.16,318.54,Online
1360,3061,2023-12-09,595.26,72.64,522.62,Online
1361,1334,2024-08-19,189.57,12.04,177.53,Online
1362,3579,2024-12-27,1330.84,76.56,1254.28,In-Store
1363,1431,2023-04-24,292.32,40.75,251.57,In-Store
1364,1265,2023-06-04,552.25,32.9,519.35,Online
1365,1643,2023-04-10,654.2,56.05,598.15,Online
1366,1624,2024-05-22,179.82,24.34,155.48,Online
1367,3996,2024-01-20,593.08,45.03,548.05,Online
1368,1359,2024-02-19,283.0,39.42,243.58,In-Store
1369,2833,2023-12-10,555.19,74.97,480.22,Online
1370,3285,2024-09-22,494.58,32.26,462.32,In-Store
1371,1339,2023-03-15,617.38,67.0,550.38,Online
1372,438,2023-12-30,567.61,29.13,538.48,Online
1373,1365,2024-12-30,782.99,57.54,725.45,Online
1374,1307,2024-09-21,338.09,42.77,295.32,In-Store
1375,2953,2024-04-07,352.01,26.59,325.42,Online
1376,1728,2024-04-23,382.1,42.87,339.23,In-Store
1377,2843,2024-11-14,1094.17,72.63,1021.54,Online
1378,1746,2023-03-06,269.85,36.62,233.23,Online
1379,2443,2023-05-14,358.6,19.79,338.81,Online
1380,3232,2023-02-02,703.07,41.99,661.08,Online
1381,3411,2024-01-01,571.99,45.81,526.18,In-Store
1382,3960,2023-08-01,142.02,18.38,123.64,Online
1383,3040,2023-09-23,554.33,60.42,493.91,Online
1384,2202,2024-05-19,772.2,105.22,666.98,Online
1385,178,2024-01-18,257.45,27.79,229.66,Online
1386,1285,2024-09-09,522.59,34.39,488.2,In-Store
1387,2935,2023-07-18,1123.94,66.74,1057.2,Online
1388,885,2024-08-23,358.32,46.46,311.86,Online
1389,1269,2024-06-03,925.25,130.41,794.84,Online
1390,1850,2023-03-26,473.27,41.27,432.0,Online
1391,1601,2024-11-26,1098.28,101.39,996.89,Online
1392,65,2023-10-13,203.64,19.75,183.89,In-Store
1393,2879,2023-05-16,476.93,28.6,448.33,Online
1394,3480,2023-05-05,512.64,40.22,472.42,In-Store
1395,630,2024-09-12,395.96,30.56,365.4,In-Store
1396,1747,2024-02-03,584.84,39.2,545.64,In-Store
1397,13,2023-02-17,749.84,110.86,638.98,In-Store
1398,2263,2023-05-22,286.95,23.09,263.86,In-Store
1399,156,2024-11-15,20.29,1.62,18.67,In-Store
1400,3757,2024-07-12,301.4,16.56,284.84,In-Store
1401,126,2023-03-04,269.72,13.49,256.23,Online
1402,1685,2024-10-23,998.73,85.84,912.89,Online
1403,1000,2024-06-10,866.55,46.64,819.91,Online
1404,1334,2024-11-13,171.32,24.38,146.94,Online
1405,2686,2024-02-12,112.99,14.49,98.5,In-Store
1406,1363,2023-10-30,689.7,75.0,614.7,Online
1407,1456,2023-08-16,150.36,17.91,132.45,Online
1408,2657,2023-11-25,410.1,57.59,352.51,In-Store
1409,1490,2024-07-18,278.04,15.69,262.35,In-Store
1410,1577,2023-02-04,446.7,45.45,401.25,Online
1411,1674,2024-05-26,302.54,38.64,263.9,Online
1412,1037,2023-10-15,240.42,29.53,210.89,Online
1413,494,2023-06-17,344.97,37.3,307.67,In-Store
1414,3513,2024-06-29,234.54,26.09,208.45,Online
1415,12,2023-03-12,531.24,47.61,483.63,Online
1416,685,2024-01-08,837.84,74.58,763.26,Online
1417,918,2024-01-04,265.73,28.74,236.99,In-Store
1418,1013,2023-07-06,703.23,76.27,626.96,Online
1419,1403,2024-02-22,572.45,45.0,527.45,Online
1420,3542,2023-01-29,716.4,35.89,680.51,In-Store
1421,1860,2023-06-13,422.68,41.08,381.6,Online
1422,2024,2024-04-16,357.79,31.95,325.84,Online
1423,2443,2023-08-18,531.85,48.46,483.39,Online
1424,3168,2023-09-09,210.01,13.76,196.25,Online
1425,3841,2023-09-27,571.39,33.9,537.49,Online
1426,2629,2024-11-04,1112.79,139.11,973.68,Online
1427,1258,2024-04-17,926.32,130.33,795.99,Online
1428,811,2024-11-08,1018.94,65.25,953.69,In-Store
1429,1973,2024-09-28,598.82,35.78,563.04,In-Store
1430,1129,2023-09-05,668.6,53.75,614.85,Online
1431,1588,2024-11-12,1119.85,167.11,952.74,Online
1432,1293,2023-11-21,768.52,44.13,724.39,Online
1433,3998,2023-06-23,1168.86,60.58,1108.28,Online
1434,1233,2023-08-11,139.58,10.55,129.03,In-Store
1435,1969,2024-03-28,393.44,51.47,341.97,Online
1436,3327,2023-03-17,433.56,32.57,400.99,Online
1437,3259,2024-01-30,227.33,20.74,206.59,Online
1438,3682,2023-05-16,697.89,36.26,661.63,In-Store
1439,2307,2023-07-15,352.29,22.16,330.13,In-Store
1440,830,2023-05-30,150.76,18.22,132.54,Online
1441,3471,2024-09-28,543.93,69.2,474.73,Online
1442,247,2023-03-04,209.86,16.11,193.75,In-Store
1443,1394,2024-11-01,522.89,39.49,483.4,Online
1444,419,2023-09-30,560.6,29.88,530.72,In-Store
1445,902,2023-09-29,98.91,13.08,85.83,In-Store
1446,3547,2023-09-24,124.02,15.45,108.57,Online
1447,600,2023-05-01,144.87,12.06,132.81,Online
1448,711,2023-10-15,1136.96,108.11,1028.85,Online
1449,671,2024-07-15,1735.2,96.92,1638.28,In-Store
1450,1186,2023-03-21,685.12,43.38,641.74,Online
1451,3974,2024-02-19,615.49,48.28,567.21,In-Store
1452,3973,2023-09-04,445.83,41.43,404.4,In-Store
1453,3607,2023-12-17,50.92,6.47,44.45,Online
1454,420,2023-02-01,334.8,38.65,296.15,Online
1455,1734,2023-02-10,516.08,35.78,480.3,Online
1456,3050,2024-06-11,750.65,65.93,684.72,In-Store
1457,2709,2024-04-30,434.83,55.33,379.5,In-Store
1458,2490,2023-05-16,461.07,38.72,422.35,Online
1459,3531,2024-02-12,372.7,40.46,332.24,Online
1460,3030,2024-08-06,446.34,58.84,387.5,Online
1461,2226,2023-01-07,160.74,12.61,148.13,Online
1462,2522,2024-12-14,461.92,58.88,403.04,Online
1463,3686,2024-12-15,773.4,39.72,733.68,Online
1464,940,2024-08-13,176.64,21.66,154.98,Online
1465,207,2024-09-21,136.61,9.96,126.65,Online
1466,2333,2023-09-02,984.39,74.11,910.28,Online
1467,295,2023-06-29,423.16,28.8,394.36,Online
1468,643,2023-06-09,134.94,14.07,120.87,Online
1469,2825,2024-04-24,510.25,41.26,468.99,Online
1470,3224,2023-09-28,562.6,80.54,482.06,In-Store
1471,939,2023-05-03,687.74,69.83,617.91,Online
1472,1629,2024-07-26,280.84,32.21,248.63,In-Store
1473,1557,2023-12-16,685.95,100.9,585.05,Online
1474,464,2023-11-01,1046.34,152.6,893.74,Online
1475,2962,2024-12-11,867.88,55.59,812.29,Online
1476,2939,2024-07-22,537.17,54.88,482.29,Online
1477,3973,2024-01-01,773.78,90.74,683.04,In-Store
1478,3684,2023-04-29,165.76,23.07,142.69,Online
1479,3937,2024-06-03,638.3,36.21,602.09,In-Store
1480,1949,2024-10-03,865.11,124.19,740.92,Online
1481,2150,2023-11-29,119.48,17.15,102.33,Online
1482,450,2023-04-10,612.63,63.03,549.6,Online
1483,3259,2023-07-31,163.81,15.9,147.91,Online
1484,3391,2024-10-30,404.18,44.75,359.43,Online
1485,1525,2023-04-08,74.73,9.42,65.31,In-Store
1486,3149,2023-09-20,156.9,20.76,136.14,Online
1487,2055,2023-12-01,866.35,102.57,763.78,In-Store
1488,240,2023-06-16,484.46,28.56,455.9,Online
1489,3801,2023-11-19,262.13,29.4,232.73,In-Store
1490,3816,2023-10-05,117.32,13.54,103.78,Online
1491,103,2024-08-04,453.02,34.58,418.44,Online
1492,2265,2024-08-25,732.32,86.2,646.12,Online
1493,126,2023-11-08,215.84,12.6,203.24,Online
1494,1954,2023-02-12,1173.76,145.01,1028.75,Online
1495,2304,2024-09-15,738.18,99.8,638.38,Online
1496,3134,2023-08-12,1383.58,79.1,1304.48,In-Store
1497,937,2023-07-19,621.11,82.17,538.94,Online
1498,2589,2023-06-11,29.96,2.18,27.78,In-Store
1499,3648,2024-01-23,346.74,43.87,302.87,Online
1500,3205,2024-04-27,862.43,108.98,753.45,Online
1501,2856,2024-03-22,63.14,3.86,59.28,Online
1502,3529,2023-06-20,522.52,64.86,457.66,Online
1503,719,2024-06-21,271.14,35.32,235.82,Online
1504,1699,2023-04-24,977.6,126.99,850.61,Online
1505,3586,2024-09-07,820.51,80.76,739.75,Online
1506,869,2023-01-30,266.87,34.07,232.8,Online
1507,1428,2024-01-27,420.66,44.76,375.9,Online
1508,1767,2023-04-27,206.79,18.77,188.02,In-Store
1509,1588,2023-10-18,599.91,42.26,557.65,In-Store
1510,570,2024-06-03,1180.59,109.3,1071.29,In-Store
1511,1970,2024-05-31,329.43,27.61,301.82,Online
1512,2349,2023-07-15,408.87,44.06,364.81,Online
1513,1992,2023-01-29,427.22,26.27,400.95,Online
1514,2615,2024-02-29,106.88,10.42,96.46,In-Store
1515,2965,2024-09-19,122.47,6.24,116.23,In-Store
1516,625,2024-09-25,255.45,36.9,218.55,Online
1517,3039,2023-05-20,269.61,35.39,234.22,Online
1518,3909,2023-10-14,253.68,15.18,238.5,In-Store
1519,2956,2024-04-21,277.32,38.26,239.06,In-Store
1520,395,2023-11-17,1027.25,122.67,904.58,In-Store
1521,261,2023-08-02,441.42,36.99,404.43,Online
1522,67,2023-08-21,437.59,35.63,401.96,Online
1523,1482,2024-03-04,146.94,13.07,133.87,Online
1524,2245,2024-04-29,491.95,42.98,448.97,Online
1525,157,2023-03-16,87.17,5.43,81.74,In-Store
1526,93,2024-02-19,266.85,15.76,251.09,Online
1527,1696,2024-12-23,304.81,36.99,267.82,Online
1528,743,2024-09-16,240.35,28.34,212.01,In-Store
1529,3022,2024-06-13,228.24,14.99,213.25,Online
1530,2011,2024-09-13,484.07,44.19,439.88,Online
1531,41,2024-11-07,1000.78,53.38,947.4,Online
1532,2385,2023-08-31,49.14,6.56,42.58,In-Store
1533,3811,2024-02-12,646.49,51.43,595.06,Online
1534,3550,2023-02-08,677.37,79.19,598.18,In-Store
1535,3023,2023-07-22,397.02,55.39,341.63,Online
1536,1956,2023-02-13,1163.22,155.25,1007.97,In-Store
1537,2693,2023-08-08,566.47,83.0,483.47,Online
1538,3164,2023-08-26,765.38,54.01,711.37,Online
1539,1745,2024-03-04,641.23,39.96,601.27,In-Store
1540,1788,2024-10-02,339.39,31.53,307.86,Online
1541,3706,2024-04-11,514.46,61.11,453.35,In-Store
1542,3489,2024-07-03,50.8,6.95,43.85,Online
1543,1299,2024-05-17,125.06,13.45,111.61,Online
1544,2856,2024-01-04,1251.75,177.89,1073.86,Online
1545,3809,2023-02-02,352.68,50.85,301.83,Online
1546,1965,2024-07-22,308.72,17.17,291.55,Online
1547,553,2024-07-05,219.52,26.73,192.79,In-Store
1548,1187,2024-07-21,819.71,58.65,761.06,In-Store
1549,3758,2023-08-09,697.2,36.37,660.83,Online
1550,3531,2024-12-27,1182.15,147.6,1034.55,Online
1551,804,2024-12-21,164.8,17.64,147.16,Online
1552,2266,2024-11-23,591.92,49.44,542.48,Online
1553,3302,2024-10-16,205.29,23.51,181.78,Online
1554,3826,2024-10-10,576.36,34.15,542.21,Online
1555,2016,2023-10-30,689.0,82.98,606.02,Online
1556,3952,2024-10-02,501.95,65.39,436.56,In-Store
1557,1382,2023-05-08,578.49,84.36,494.13,Online
1558,1444,2024-09-09,137.12,9.01,128.11,Online
1559,3932,2023-11-25,639.09,70.85,568.24,Online
1560,520,2024-03-19,646.18,70.67,575.51,Online
1561,2366,2023-07-27,330.12,30.73,299.39,Online
1562,266,2023-10-11,218.37,29.19,189.18,Online
1563,1818,2023-03-04,528.18,36.45,491.73,In-Store
1564,660,2023-03-13,562.8,42.33,520.47,Online
1565,3102,2023-11-09,705.64,84.04,621.6,In-Store
1566,3803,2024-02-19,60.14,6.22,53.92,Online
1567,1917,2024-04-16,622.98,64.2,558.78,In-Store
1568,502,2023-12-17,133.36,9.05,124.31,Online
1569,2490,2023-12-01,83.32,12.16,71.16,Online
1570,3746,2024-01-06,503.07,61.17,441.9,Online
1571,2158,2024-08-20,879.22,68.83,810.39,In-Store
1572,649,2024-08-08,490.87,56.77,434.1,Online
1573,858,2023-01-08,695.64,92.91,602.73,Online
1574,3528,2024-03-12,367.6,31.14,336.46,Online
1575,2304,2023-12-08,427.57,35.12,392.45,Online
1576,3632,2023-05-07,769.11,96.59,672.52,Online
1577,3608,2023-08-28,370.8,30.47,340.33,In-Store
1578,288,2024-02-05,230.98,23.47,207.51,In-Store
1579,2445,2023-05-11,140.88,19.26,121.62,Online
1580,894,2023-06-12,630.7,56.97,573.73,Online
1581,2998,2024-03-19,278.1,35.42,242.68,Online
1582,3228,2023-10-26,1098.75,163.64,935.11,Online
1583,3619,2023-01-26,548.07,37.09,510.98,Online
1584,451,2023-04-19,507.31,64.37,442.94,In-Store
1585,2951,2023-10-12,361.62,27.21,334.41,Online
1586,1223,2023-08-14,712.82,101.5,611.32,Online
1587,1014,2023-08-05,1144.0,95.86,1048.14,Online
1588,1909,2024-08-24,802.0,100.42,701.58,Online
1589,990,2024-04-24,211.85,15.78,196.07,Online
1590,2576,2023-01-29,259.8,35.02,224.78,Online
1591,721,2023-12-23,895.21,121.04,774.17,In-Store
1592,2841,2024-05-23,531.91,59.01,472.9,Online
1593,3167,2023-03-05,813.92,72.33,741.59,Online
1594,3171,2024-12-01,713.62,94.46,619.16,Online
1595,2221,2024-05-23,1246.27,158.24,1088.03,In-Store
1596,1294,2024-11-06,539.26,37.88,501.38,In-Store
1597,3292,2024-09-12,650.45,63.01,587.44,Online
1598,2419,2024-04-25,858.62,108.88,749.74,Online
1599,1937,2024-08-07,592.96,29.91,563.05,Online
1600,3395,2023-09-27,537.41,47.58,489.83,Online
1601,875,2024-07-07,182.25,22.83,159.42,Online
1602,1479,2023-07-21,660.59,85.89,574.7,Online
1603,2376,2024-09-10,699.43,102.41,597.02,Online
1604,2351,2024-06-26,350.05,24.72,325.33,Online
1605,434,2023-01-17,936.32,107.89,828.43,Online
1606,638,2024-04-23,921.89,55.14,866.75,In-Store
1607,1430,2023-10-25,151.76,22.0,129.76,Online
1608,335,2023-12-02,996.35,100.47,895.88,Online
1609,402,2023-12-12,650.81,75.45,575.36,Online
1610,3503,2023-04-10,163.65,16.6,147.05,Online
1611,1408,2024-06-27,486.4,39.88,446.52,Online
1612,1959,2023-11-30,188.49,26.33,162.16,Online
1613,2386,2024-09-16,390.52,32.85,357.67,Online
1614,2969,2024-06-05,122.86,16.79,106.07,In-Store
1615,3661,2024-01-20,802.41,116.15,686.26,Online
1616,2592,2023-01-22,615.09,35.33,579.76,Online
1617,1575,2023-08-23,420.86,45.88,374.98,In-Store
1618,3905,2023-08-03,320.26,33.72,286.54,In-Store
1619,3932,2023-04-18,399.91,46.19,353.72,Online
1620,704,2024-11-01,155.71,14.49,141.22,Online
1621,891,2024-07-05,44.06,4.19,39.87,In-Store
1622,1035,2023-04-20,967.51,81.99,885.52,Online
1623,3346,2024-03-01,581.97,73.15,508.82,Online
1624,2633,2023-10-28,228.25,18.51,209.74,In-Store
1625,2266,2023-03-29,1134.29,94.92,1039.37,Online
1626,1113,2024-10-10,725.78,72.5,653.28,In-Store
1627,589,2023-04-19,616.58,37.79,578.79,Online
1628,3478,2024-12-25,682.73,80.6,602.13,Online
1629,1775,2024-03-20,941.88,58.66,883.22,Online
1630,396,2024-03-25,1385.95,160.6,1225.35,Online
1631,3835,2024-12-08,774.2,93.97,680.23,Online
1632,1897,2023-12-16,154.32,17.22,137.1,Online
1633,3888,2023-05-08,1227.68,119.95,1107.73,Online
1634,156,2023-06-28,273.51,27.21,246.3,Online
1635,1310,2024-06-07,1002.11,130.84,871.27,Online
1636,2417,2024-03-19,521.3,45.44,475.86,Online
1637,3311,2023-10-09,601.23,47.72,553.51,Online
1638,1291,2024-10-02,516.33,54.2,462.13,Online
1639,3219,2023-12-27,784.23,69.9,714.33,Online
1640,334,2023-06-19,286.88,34.3,252.58,In-Store
1641,3336,2024-02-18,31.83,3.4,28.43,In-Store
1642,3532,2024-11-29,298.62,19.55,279.07,Online
1643,1473,2023-04-15,253.26,18.0,235.26,Online
1644,2178,2023-09-03,1043.31,78.76,964.55,Online
1645,350,2024-11-19,254.24,24.98,229.26,Online
1646,3293,2023-09-17,1001.31,144.63,856.68,Online
1647,1304,2023-12-23,262.42,25.12,237.3,Online
1648,2690,2024-09-05,393.66,39.56,354.1,In-Store
1649,519,2023-07-16,642.47,34.01,608.46,In-Store
1650,3832,2023-03-11,649.43,38.12,611.31,In-Store
1651,2565,2024-05-15,133.28,16.73,116.55,In-Store
1652,2216,2023-03-04,1092.87,78.66,1014.21,Online
1653,3796,2023-04-20,71.52,9.88,61.64,In-Store
1654,3589,2024-01-06,1008.92,110.21,898.71,Online
1655,2563,2023-07-22,929.03,59.54,869.49,Online
1656,2113,2023-11-30,755.64,75.43,680.21,Online
1657,1104,2024-01-27,391.99,50.98,341.01,Online
1658,3564,2024-05-22,767.69,104.04,663.65,In-Store
1659,2496,2024-10-18,652.5,83.27,569.23,In-Store
1660,662,2023-02-16,502.58,67.29,435.29,Online
1661,1553,2024-01-25,343.52,50.63,292.89,Online
1662,2651,2024-07-01,389.71,56.92,332.79,Online
1663,2883,2023-04-09,694.63,67.72,626.91,Online
1664,2872,2024-03-28,498.63,56.09,442.54,Online
1665,1480,2023-11-25,430.14,35.37,394.77,Online
1666,2145,2024-03-11,191.71,17.92,173.79,Online
1667,3479,2023-12-04,734.18,94.47,639.71,Online
1668,1020,2023-10-15,1007.37,120.08,887.29,Online
1669,2124,2023-07-20,447.21,46.9,400.31,Online
1670,1139,2023-06-08,717.81,60.74,657.07,In-Store
1671,1833,2023-10-27,699.48,50.25,649.23,Online
1672,1982,2024-04-30,569.97,50.82,519.15,Online
1673,1445,2024-12-03,1252.47,112.57,1139.9,Online
1674,3657,2023-10-12,915.99,123.89,792.1,Online
1675,697,2024-05-08,121.38,6.93,114.45,Online
1676,1208,2024-03-10,417.18,42.37,374.81,Online
1677,2223,2024-09-13,814.53,68.64,745.89,In-Store
1678,3734,2024-05-12,165.9,9.79,156.11,Online
1679,2140,2023-01-02,451.66,34.28,417.38,Online
1680,2259,2023-05-16,337.43,47.43,290.0,In-Store
1681,3579,2023-04-02,126.4,9.5,116.9,In-Store
1682,2105,2023-05-26,307.0,19.98,287.02,Online
1683,3522,2024-11-15,46.08,3.81,42.27,In-Store
1684,1490,2023-11-28,232.59,29.17,203.42,Online
1685,3718,2024-10-29,259.5,20.28,239.22,Online
1686,470,2024-09-07,958.3,70.4,887.9,Online
1687,591,2024-06-12,202.66,19.35,183.31,In-Store
1688,828,2023-06-21,1118.35,102.11,1016.24,Online
1689,3055,2024-11-30,284.05,38.08,245.97,Online
1690,1664,2024-05-08,1150.89,65.08,1085.81,In-Store
1691,738,2023-04-01,669.61,38.13,631.48,In-Store
1692,2856,2024-01-10,380.69,53.12,327.57,In-Store
1693,957,2023-01-01,480.68,29.1,451.58,Online
1694,810,2024-09-03,94.4,7.23,87.17,Online
1695,3819,2023-06-02,681.04,52.75,628.29,Online
1696,2163,2023-05-16,859.38,98.7,760.68,Online
1697,1880,2023-03-15,500.73,43.98,456.75,Online
1698,2647,2023-08-03,614.07,50.32,563.75,Online
1699,2290,2023-11-14,658.69,40.5,618.19,In-Store
1700,3481,2023-04-20,256.54,14.55,241.99,Online
1701,1703,2024-04-16,755.48,61.98,693.5,In-Store
1702,263,2024-12-19,179.8,10.39,169.41,Online
1703,1427,2024-09-22,959.85,78.23,881.62,Online
1704,1553,2023-01-29,716.35,86.28,630.07,In-Store
1705,1230,2024-07-12,1230.83,184.28,1046.55,Online
1706,3776,2024-05-16,620.89,43.42,577.47,In-Store
1707,2209,2023-11-03,604.85,75.44,529.41,In-Store
1708,3021,2023-05-03,300.81,39.59,261.22,Online
1709,1338,2024-07-28,613.89,59.5,554.39,Online
1710,2283,2023-05-03,470.82,35.53,435.29,In-Store
1711,2414,2024-07-19,500.95,68.81,432.14,Online
1712,2406,2024-10-01,566.46,58.88,507.58,Online
1713,107,2023-12-22,844.78,57.29,787.49,In-Store
1714,1661,2024-08-03,738.8,97.49,641.31,In-Store
1715,2138,2024-02-15,424.68,47.99,376.69,Online
1716,1373,2024-08-18,140.27,21.0,119.27,Online
1717,2567,2024-12-24,930.35,98.1,832.25,In-Store
1718,224,2023-01-14,624.36,33.74,590.62,Online
1719,2934,2023-01-26,273.6,38.94,234.66,In-Store
1720,172,2023-02-04,358.81,39.62,319.19,Online
1721,2723,2024-08-25,444.24,30.47,413.77,In-Store
1722,3753,2023-12-19,688.87,80.86,608.01,Online
1723,2579,2024-11-07,1326.7,154.08,1172.62,Online
1724,2062,2024-10-16,190.2,18.54,171.66,In-Store
1725,3970,2024-11-03,998.36,123.03,875.33,Online
1726,3777,2023-09-12,271.32,31.66,239.66,In-Store
1727,576,2024-05-20,525.75,54.17,471.58,In-Store
1728,2317,2024-01-04,94.44,7.02,87.42,Online
1729,1091,2024-02-09,322.18,36.17,286.01,Online
1730,3514,2024-10-31,323.28,40.4,282.88,Online
1731,961,2024-06-11,512.39,60.62,451.77,Online
1732,3629,2024-04-05,464.73,63.95,400.78,In-Store
1733,1015,2024-09-08,722.07,50.14,671.93,In-Store
1734,2977,2024-09-10,728.95,65.97,662.98,Online
1735,1935,2024-11-18,747.13,110.98,636.15,In-Store
1736,2863,2023-08-07,685.6,46.07,639.53,Online
1737,2000,2024-03-11,245.57,27.99,217.58,In-Store
1738,393,2023-04-04,109.92,6.88,103.04,In-Store
1739,2873,2023-06-30,559.95,54.2,505.75,Online
1740,1932,2023-04-25,599.47,85.61,513.86,Online
1741,1932,2024-08-21,219.71,21.09,198.62,Online
1742,1230,2023-05-21,76.83,9.26,67.57,Online
1743,1076,2024-03-30,349.16,47.63,301.53,In-Store
1744,2261,2024-08-18,1410.09,136.66,1273.43,Online
1745,1552,2024-05-16,1064.52,62.63,1001.89,Online
1746,2692,2023-06-08,134.94,10.14,124.8,Online
1747,3301,2024-10-12,1240.35,106.62,1133.73,In-Store
1748,3831,2024-06-23,925.71,93.1,832.61,In-Store
1749,497,2023-08-10,546.51,81.77,464.74,Online
1750,1298,2024-08-08,982.04,99.91,882.13,In-Store
1751,1882,2023-09-12,640.92,69.38,571.54,Online
1752,2247,2024-04-12,466.45,58.62,407.83,In-Store
1753,2542,2024-01-06,961.93,110.6,851.33,Online
1754,3227,2024-10-21,876.85,44.05,832.8,Online
1755,2423,2024-10-08,427.55,58.47,369.08,In-Store
1756,2371,2023-10-11,287.42,16.42,271.0,In-Store
1757,2241,2023-03-25,1249.19,87.4,1161.79,In-Store
1758,3435,2023-10-01,1272.82,110.7,1162.12,Online
1759,3088,2024-07-19,366.91,52.76,314.15,Online
1760,2073,2023-10-27,815.43,102.56,712.87,Online
1761,2172,2024-01-14,396.85,58.22,338.63,In-Store
1762,3252,2023-06-16,898.27,92.7,805.57,Online
1763,1196,2024-12-18,580.12,29.76,550.36,Online
