order_item_id,order_id,product_id,quantity,unit_price,cost_price
2081,836,159,1,58.53,42.2
2082,837,3,3,114.78,74.75
2083,837,194,3,59.08,41.47
2084,838,55,3,39.95,29.01
2085,838,41,3,58.87,48.49
2086,838,112,2,202.78,122.82
2087,838,115,2,69.89,49.07
2088,839,108,1,54.73,37.89
2089,839,6,3,55.62,34.02
2090,839,193,3,157.47,115.01
2091,839,50,1,50.04,35.74
2092,840,87,2,19.51,14.99
2093,840,129,3,147.96,107.37
2094,840,1,1,200.12,119.35
2095,840,42,2,17.97,12.49
2096,841,139,1,191.66,139.93
2097,841,186,3,72.88,51.84
2098,841,145,3,196.8,131.91
2099,842,43,2,33.53,21.22
2100,842,11,3,142.93,111.76
2101,843,199,3,177.66,138.04
2102,843,160,3,17.84,10.37
2103,843,111,2,50.36,39.46
2104,844,63,2,155.2,100.15
2105,845,65,1,17.85,13.59
2106,845,191,2,152.03,104.56
2107,845,9,2,148.83,104.72
2108,845,50,3,54.27,35.74
2109,846,56,1,53.28,34.02
2110,846,125,3,74.61,51.74
2111,847,170,1,88.93,64.04
2112,847,190,3,41.17,26.83
2113,848,102,2,208.93,124.89
2114,848,117,2,71.02,45.88
2115,848,100,3,186.8,130.28
2116,848,10,3,60.84,36.99
2117,849,78,3,41.2,29.69
2118,849,173,1,59.09,45.71
2119,850,139,1,194.92,139.93
2120,850,138,3,188.08,129.88
2121,850,174,1,16.37,12.75
2122,851,18,1,145.26,88.92
2123,852,126,2,89.93,71.92
2124,852,182,1,151.73,98.39
2125,852,37,2,49.9,35.51
2126,852,123,3,50.2,35.71
2127,853,91,3,138.86,93.37
2128,853,105,2,200.69,129.08
2129,853,25,2,128.16,83.31
2130,854,16,2,71.39,57.59
2131,854,127,3,67.51,51.54
2132,855,169,2,59.9,47.45
2133,855,19,3,165.49,111.12
2134,856,22,3,150.48,110.28
2135,857,5,2,161.09,100.15
2136,857,18,3,140.22,88.92
2137,857,165,1,36.41,22.71
2138,857,27,2,130.09,105.43
2139,858,18,3,144.13,88.92
2140,858,39,1,64.1,50.98
2141,858,49,1,34.71,21.68
2142,859,101,1,37.05,22.64
2143,859,147,1,135.04,97.51
2144,859,72,1,143.57,101.18
2145,860,21,2,80.34,61.53
2146,861,171,3,18.31,10.82
2147,861,82,3,188.56,115.29
2148,862,92,2,99.3,77.95
2149,862,48,2,57.2,38.53
2150,863,135,1,36.43,27.64
2151,863,181,3,119.12,80.59
2152,864,99,3,131.09,86.57
2153,864,56,2,53.09,34.02
2154,864,31,3,134.99,83.6
2155,864,166,2,152.91,114.79
2156,865,161,3,20.38,13.67
2157,865,49,1,33.81,21.68
2158,865,188,3,118.36,76.86
2159,866,123,2,54.88,35.71
2160,866,19,3,172.92,111.12
2161,866,193,1,154.42,115.01
2162,866,174,2,15.8,12.75
2163,867,40,3,22.35,17.1
2164,868,159,1,63.73,42.2
2165,868,11,1,146.52,111.76
2166,868,127,2,67.12,51.54
2167,868,51,1,148.68,106.79
2168,869,155,1,39.48,32.92
2169,869,184,3,138.25,89.94
2170,869,31,1,129.56,83.6
2171,869,56,3,54.49,34.02
2172,870,197,1,189.07,140.68
2173,870,153,2,87.08,62.87
2174,871,77,3,17.06,13.43
2175,872,167,1,158.75,106.43
2176,873,4,3,112.03,81.48
2177,874,54,1,156.66,96.57
2178,874,10,1,61.67,36.99
2179,875,3,1,107.11,74.75
2180,875,96,3,82.49,56.52
2181,876,99,3,132.31,86.57
2182,876,98,3,150.97,117.86
2183,877,59,3,60.6,43.13
2184,877,35,3,188.97,134.5
2185,877,159,3,63.51,42.2
2186,877,80,3,46.72,29.28
2187,878,183,1,143.66,101.27
2188,878,12,3,171.77,109.39
2189,879,162,3,188.46,120.24
2190,879,64,2,75.29,46.44
2191,879,52,2,99.72,63.08
2192,880,148,3,145.75,99.97
2193,880,149,1,95.79,75.89
2194,880,91,2,138.77,93.37
2195,881,23,1,71.09,54.47
2196,881,50,3,50.42,35.74
2197,881,55,2,38.24,29.01
2198,881,134,3,54.1,41.21
2199,882,150,3,41.84,34.1
2200,883,3,3,109.58,74.75
2201,883,160,3,16.52,10.37
2202,883,141,1,31.17,21.26
2203,883,110,3,130.16,101.04
2204,884,187,2,91.35,58.27
2205,885,153,1,89.91,62.87
2206,885,130,3,51.11,34.4
2207,885,163,1,100.25,73.71
2208,886,151,3,189.12,151.73
2209,887,115,3,73.53,49.07
2210,887,5,1,157.21,100.15
2211,887,30,2,66.6,50.15
2212,887,85,1,89.76,70.95
2213,888,114,1,124.98,86.45
2214,888,159,1,59.28,42.2
2215,888,111,3,53.1,39.46
2216,888,191,3,145.98,104.56
2217,889,38,1,115.87,93.56
2218,889,63,3,142.46,100.15
2219,890,165,2,36.35,22.71
2220,890,1,3,197.51,119.35
2221,890,132,1,143.65,101.25
2222,890,93,1,143.28,114.94
2223,891,191,3,154.59,104.56
2224,891,141,1,31.29,21.26
2225,891,86,2,177.11,123.9
2226,892,103,2,160.81,108.21
2227,892,190,2,44.07,26.83
2228,893,80,3,48.53,29.28
2229,893,71,2,102.18,82.25
2230,894,11,2,140.35,111.76
2231,894,61,2,60.26,36.2
2232,894,62,1,175.34,146.41
2233,894,173,3,56.92,45.71
2234,895,41,1,60.41,48.49
2235,896,130,3,54.4,34.4
2236,896,38,3,121.62,93.56
2237,896,152,1,34.87,23.9
2238,897,42,2,18.17,12.49
2239,897,96,3,75.97,56.52
2240,897,10,2,62.25,36.99
2241,898,18,3,146.91,88.92
2242,899,23,2,65.42,54.47
2243,899,152,3,34.62,23.9
2244,899,1,2,195.8,119.35
2245,900,112,3,196.7,122.82
2246,900,88,2,178.66,131.18
2247,901,88,1,183.7,131.18
2248,901,60,2,183.08,126.61
2249,902,1,3,195.32,119.35
2250,902,133,2,23.26,14.86
2251,902,78,3,41.1,29.69
2252,903,169,3,62.76,47.45
2253,904,194,2,57.16,41.47
2254,905,19,3,160.67,111.12
2255,905,147,2,143.95,97.51
2256,905,27,1,129.82,105.43
2257,905,70,2,152.03,120.36
2258,906,185,3,48.72,32.97
2259,906,76,1,168.04,135.49
2260,906,55,2,41.64,29.01
2261,906,19,1,161.03,111.12
2262,907,83,3,129.92,86.66
2263,908,198,3,45.76,32.05
2264,908,111,1,52.26,39.46
2265,909,89,2,141.09,84.44
2266,909,135,2,34.39,27.64
2267,909,24,2,24.38,17.21
2268,909,64,3,73.74,46.44
2269,910,175,2,194.09,121.35
2270,910,171,3,18.13,10.82
2271,911,98,1,156.26,117.86
2272,911,49,2,36.39,21.68
2273,911,73,1,26.66,17.91
2274,912,128,3,156.02,120.44
2275,912,39,1,64.23,50.98
2276,912,1,2,188.94,119.35
2277,913,16,2,76.73,57.59
2278,913,190,3,43.42,26.83
2279,913,194,1,57.01,41.47
2280,914,186,3,77.16,51.84
2281,915,1,2,199.37,119.35
2282,916,139,3,194.15,139.93
2283,916,75,3,72.74,49.93
2284,916,83,2,128.83,86.66
2285,916,117,1,72.6,45.88
2286,917,118,3,80.77,61.04
2287,917,108,3,56.05,37.89
2288,917,187,3,96.92,58.27
2289,917,48,3,56.45,38.53
2290,918,67,2,124.34,75.27
2291,918,60,3,196.44,126.61
2292,918,13,2,81.97,65.7
2293,918,72,2,146.38,101.18
2294,919,118,1,81.69,61.04
2295,920,132,3,139.78,101.25
2296,920,189,3,200.42,148.54
2297,920,129,1,152.5,107.37
2298,920,28,1,90.62,60.97
2299,921,33,2,89.16,54.09
2300,922,70,3,152.68,120.36
2301,922,164,1,61.35,47.14
2302,922,37,1,52.87,35.51
2303,922,98,1,147.71,117.86
2304,923,66,3,48.27,31.62
2305,923,188,2,122.18,76.86
2306,923,18,2,145.84,88.92
2307,924,12,2,168.08,109.39
2308,924,46,2,161.37,100.02
2309,924,97,3,162.37,116.93
2310,925,144,3,151.72,111.99
2311,925,125,1,71.2,51.74
2312,926,199,2,176.78,138.04
2313,926,23,2,66.57,54.47
2314,927,189,3,190.74,148.54
2315,927,93,2,142.43,114.94
2316,928,162,3,194.36,120.24
2317,929,116,1,161.31,106.14
2318,929,23,2,70.92,54.47
2319,929,192,2,90.94,73.19
2320,930,163,2,101.86,73.71
2321,930,172,3,31.76,19.24
2322,930,98,2,155.87,117.86
2323,931,167,2,164.5,106.43
2324,931,171,2,17.87,10.82
2325,931,8,2,176.94,115.23
2326,932,165,3,35.13,22.71
2327,932,147,2,138.95,97.51
2328,933,116,2,163.18,106.14
2329,933,136,1,103.51,72.51
2330,933,98,2,153.15,117.86
2331,933,183,3,146.57,101.27
2332,934,117,2,67.46,45.88
2333,934,89,3,141.96,84.44
2334,935,169,3,58.9,47.45
2335,936,35,2,195.45,134.5
2336,937,87,2,18.54,14.99
2337,937,156,1,120.54,93.79
2338,937,39,3,65.5,50.98
2339,937,140,1,198.09,129.26
2340,938,179,3,19.87,15.16
2341,939,91,3,144.21,93.37
2342,939,13,3,83.34,65.7
2343,939,126,1,90.04,71.92
2344,940,168,3,188.42,119.45
2345,940,124,2,188.0,144.38
2346,941,94,3,164.43,112.96
2347,941,181,2,126.96,80.59
2348,941,142,2,120.6,86.47
2349,942,75,3,77.79,49.93
2350,943,130,3,52.99,34.4
2351,944,149,1,93.53,75.89
2352,945,191,3,150.45,104.56
2353,946,162,1,179.85,120.24
2354,946,159,1,61.92,42.2
2355,946,70,2,155.04,120.36
2356,946,198,3,46.05,32.05
2357,947,111,3,51.89,39.46
2358,947,99,3,138.78,86.57
2359,948,59,2,59.85,43.13
2360,948,67,1,124.65,75.27
2361,948,149,1,92.49,75.89
2362,948,50,3,52.5,35.74
2363,949,134,1,53.92,41.21
2364,950,33,2,87.03,54.09
2365,950,17,1,70.89,53.91
2366,951,197,1,191.92,140.68
2367,951,19,3,174.47,111.12
2368,951,62,3,183.47,146.41
2369,951,195,3,131.48,99.85
2370,952,200,1,32.72,20.9
2371,952,114,2,129.3,86.45
2372,952,88,1,185.86,131.18
2373,953,16,3,71.48,57.59
2374,953,96,2,79.13,56.52
2375,954,200,1,33.5,20.9
2376,954,128,2,165.95,120.44
2377,955,88,3,178.17,131.18
2378,955,142,2,115.51,86.47
2379,955,19,2,174.49,111.12
2380,955,165,1,36.23,22.71
2381,956,143,3,95.4,62.6
2382,956,41,1,58.89,48.49
2383,956,111,1,50.28,39.46
2384,956,107,2,97.02,77.18
2385,957,184,3,131.89,89.94
2386,958,68,1,181.73,125.85
2387,959,119,3,115.01,88.33
2388,960,141,3,31.52,21.26
2389,960,50,1,51.24,35.74
2390,960,178,2,100.72,68.08
2391,960,145,3,195.91,131.91
2392,961,102,1,198.13,124.89
2393,961,174,3,16.42,12.75
2394,961,20,2,122.4,84.35
2395,961,195,1,131.66,99.85
2396,962,80,1,45.91,29.28
2397,962,82,2,186.74,115.29
2398,963,146,3,166.66,127.34
2399,964,186,2,73.51,51.84
2400,964,16,3,75.9,57.59
2401,964,25,1,123.87,83.31
2402,964,197,2,185.08,140.68
2403,965,30,1,69.89,50.15
2404,965,80,2,49.58,29.28
2405,965,1,1,185.11,119.35
2406,965,75,1,71.62,49.93
2407,966,100,3,173.1,130.28
2408,966,57,3,104.17,70.84
2409,966,188,1,123.2,76.86
2410,966,161,1,21.06,13.67
2411,967,74,3,126.31,81.2
2412,968,193,2,157.04,115.01
2413,968,17,1,74.25,53.91
2414,968,119,1,112.8,88.33
2415,968,76,1,169.99,135.49
2416,969,193,3,155.13,115.01
2417,969,112,2,197.92,122.82
2418,969,40,2,22.16,17.1
2419,969,161,2,19.92,13.67
2420,970,19,1,171.21,111.12
2421,970,163,3,96.68,73.71
2422,970,147,1,136.17,97.51
2423,971,8,1,188.48,115.23
2424,971,160,3,17.23,10.37
2425,971,78,2,42.56,29.69
2426,971,194,1,61.22,41.47
2427,972,142,2,119.27,86.47
2428,973,170,2,87.34,64.04
2429,974,30,1,68.86,50.15
2430,974,129,2,155.3,107.37
2431,974,79,1,181.85,130.42
2432,975,171,3,18.16,10.82
2433,975,164,3,64.46,47.14
2434,975,90,3,168.19,108.48
2435,975,173,1,59.73,45.71
2436,976,117,1,68.58,45.88
2437,976,43,3,34.75,21.22
2438,976,26,3,15.8,11.58
2439,976,3,3,115.26,74.75
2440,977,64,3,74.88,46.44
2441,978,156,2,116.95,93.79
2442,978,85,3,91.63,70.95
2443,978,37,2,48.92,35.51
2444,979,167,2,160.86,106.43
2445,979,103,1,165.45,108.21
2446,980,39,1,66.91,50.98
2447,980,30,3,66.99,50.15
2448,981,184,1,132.82,89.94
2449,982,110,3,134.07,101.04
2450,982,42,3,19.08,12.49
2451,983,86,1,181.9,123.9
2452,984,85,1,91.87,70.95
2453,985,111,1,52.53,39.46
2454,985,136,2,105.22,72.51
2455,985,86,1,170.32,123.9
2456,986,148,2,135.93,99.97
2457,986,193,1,158.25,115.01
2458,986,40,3,21.52,17.1
2459,987,78,3,40.38,29.69
2460,987,82,1,195.71,115.29
2461,987,173,1,57.44,45.71
2462,987,139,3,194.59,139.93
2463,988,152,3,35.78,23.9
2464,989,87,1,19.51,14.99
2465,990,105,3,200.47,129.08
2466,990,185,3,49.36,32.97
2467,991,178,1,97.37,68.08
2468,991,174,3,16.22,12.75
2469,991,10,1,57.7,36.99
2470,991,152,2,36.0,23.9
2471,992,51,2,158.32,106.79
2472,992,73,2,26.67,17.91
2473,993,183,3,146.05,101.27
2474,993,129,1,161.2,107.37
2475,993,132,2,149.66,101.25
2476,993,87,3,19.74,14.99
2477,994,37,2,48.66,35.51
2478,994,52,2,102.99,63.08
2479,994,81,3,129.65,86.79
2480,995,77,2,17.37,13.43
2481,995,198,3,47.78,32.05
2482,995,153,2,91.01,62.87
2483,995,162,3,195.32,120.24
2484,996,83,2,129.67,86.66
2485,996,194,1,56.9,41.47
2486,996,167,1,156.67,106.43
2487,996,136,1,103.65,72.51
2488,997,123,1,53.49,35.71
2489,997,192,1,95.62,73.19
2490,997,67,2,121.42,75.27
2491,998,40,1,21.73,17.1
2492,998,42,1,19.12,12.49
2493,999,74,3,132.55,81.2
2494,1000,89,3,139.39,84.44
2495,1000,143,3,96.58,62.6
2496,1001,57,2,111.12,70.84
2497,1001,133,3,22.04,14.86
2498,1001,13,3,87.08,65.7
2499,1001,194,2,57.88,41.47
2500,1002,81,3,137.89,86.79
2501,1002,98,1,150.67,117.86
2502,1002,51,3,149.18,106.79
2503,1002,125,1,68.92,51.74
2504,1003,198,1,47.49,32.05
2505,1003,161,1,20.61,13.67
2506,1004,8,2,175.36,115.23
2507,1004,44,3,84.09,63.28
2508,1004,88,2,188.62,131.18
2509,1004,93,1,149.17,114.94
2510,1005,196,2,104.08,66.61
2511,1005,71,3,101.53,82.25
2512,1005,38,2,114.34,93.56
2513,1006,137,3,124.38,90.4
2514,1006,191,1,144.73,104.56
2515,1007,7,2,97.63,69.57
2516,1007,186,3,72.8,51.84
2517,1008,142,3,121.44,86.47
2518,1009,16,3,77.03,57.59
2519,1009,39,3,68.73,50.98
2520,1009,43,3,35.45,21.22
2521,1010,185,3,45.33,32.97
2522,1010,131,2,92.43,61.16
2523,1010,120,1,97.04,61.08
2524,1011,146,1,177.54,127.34
2525,1011,97,2,164.92,116.93
2526,1011,173,1,57.6,45.71
2527,1011,2,1,82.65,59.03
2528,1012,56,2,55.45,34.02
2529,1012,46,2,149.71,100.02
2530,1012,138,2,184.94,129.88
2531,1013,16,3,74.29,57.59
2532,1013,172,1,32.3,19.24
2533,1014,88,3,186.53,131.18
2534,1015,103,1,151.01,108.21
2535,1016,71,1,99.82,82.25
2536,1016,76,3,175.93,135.49
2537,1017,170,2,83.85,64.04
2538,1017,159,2,60.45,42.2
2539,1017,5,3,165.8,100.15
2540,1018,157,3,193.7,146.45
2541,1018,176,2,106.78,64.94
2542,1018,109,2,140.44,106.32
2543,1019,2,1,86.24,59.03
2544,1019,82,3,200.07,115.29
2545,1019,40,3,21.17,17.1
2546,1019,135,2,36.0,27.64
2547,1020,189,1,199.17,148.54
2548,1020,195,3,125.12,99.85
2549,1021,59,3,58.84,43.13
2550,1022,179,3,18.82,15.16
2551,1022,171,1,17.97,10.82
2552,1022,36,1,119.47,79.28
2553,1022,188,2,121.78,76.86
2554,1023,67,1,125.08,75.27
2555,1023,59,1,59.99,43.13
2556,1023,31,3,133.31,83.6
2557,1023,29,1,110.36,71.2
2558,1024,1,1,190.03,119.35
2559,1024,177,3,165.58,103.96
2560,1024,37,1,52.63,35.51
2561,1024,153,1,93.94,62.87
2562,1025,145,1,194.3,131.91
2563,1025,18,2,144.37,88.92
2564,1025,85,1,92.57,70.95
2565,1026,189,1,204.25,148.54
2566,1026,87,1,18.6,14.99
2567,1026,164,1,64.23,47.14
2568,1026,99,1,134.74,86.57
2569,1027,48,2,58.14,38.53
2570,1027,146,1,172.47,127.34
2571,1027,119,1,117.4,88.33
2572,1027,190,2,40.78,26.83
2573,1028,174,1,16.12,12.75
2574,1028,159,3,63.52,42.2
2575,1029,68,2,183.09,125.85
2576,1029,12,3,173.94,109.39
2577,1030,44,1,86.54,63.28
2578,1030,75,3,75.85,49.93
2579,1031,66,1,52.42,31.62
2580,1031,150,2,41.67,34.1
2581,1032,130,1,50.56,34.4
2582,1032,16,2,74.16,57.59
2583,1032,10,1,57.82,36.99
2584,1032,22,1,152.7,110.28
2585,1033,49,3,37.09,21.68
2586,1033,158,3,75.73,59.05
2587,1034,18,1,140.66,88.92
2588,1034,80,2,48.39,29.28
2589,1034,136,3,107.32,72.51
2590,1034,165,1,36.62,22.71
2591,1035,39,2,69.23,50.98
2592,1035,76,3,178.58,135.49
2593,1035,89,3,137.01,84.44
2594,1036,6,2,56.38,34.02
2595,1036,23,1,70.98,54.47
2596,1036,21,2,74.16,61.53
2597,1037,36,2,119.97,79.28
2598,1037,85,1,93.6,70.95
2599,1037,180,3,104.48,63.91
2600,1038,144,2,153.13,111.99
2601,1039,43,2,34.89,21.22
2602,1040,98,1,153.35,117.86
2603,1040,13,1,85.04,65.7
2604,1040,12,2,163.26,109.39
2605,1040,75,1,73.0,49.93
2606,1041,46,2,154.61,100.02
2607,1041,104,3,182.85,143.36
2608,1042,97,2,168.05,116.93
2609,1042,190,1,40.93,26.83
2610,1042,162,2,184.02,120.24
2611,1042,41,2,62.85,48.49
2612,1043,62,1,184.4,146.41
2613,1043,5,1,167.67,100.15
2614,1043,15,3,149.21,91.19
2615,1044,27,3,138.4,105.43
2616,1044,94,1,157.12,112.96
2617,1045,191,2,146.21,104.56
2618,1045,22,1,140.07,110.28
2619,1045,9,2,140.64,104.72
2620,1046,70,2,152.72,120.36
2621,1046,95,2,16.01,11.96
2622,1047,65,3,18.04,13.59
2623,1047,177,2,158.84,103.96
2624,1048,135,1,35.81,27.64
2625,1048,160,1,17.38,10.37
2626,1048,194,1,60.53,41.47
2627,1049,74,2,132.05,81.2
2628,1050,97,3,172.03,116.93
2629,1050,114,3,135.57,86.45
2630,1050,150,1,45.36,34.1
2631,1051,11,3,150.0,111.76
2632,1052,168,1,192.23,119.45
2633,1052,118,2,79.54,61.04
2634,1052,22,3,148.8,110.28
2635,1052,104,3,181.96,143.36
2636,1053,70,3,152.39,120.36
2637,1053,85,3,91.61,70.95
2638,1053,156,3,120.48,93.79
2639,1053,135,1,36.1,27.64
2640,1054,46,3,148.52,100.02
2641,1054,193,3,155.79,115.01
2642,1054,140,1,187.96,129.26
2643,1055,103,3,160.75,108.21
2644,1055,181,3,118.21,80.59
2645,1055,170,3,91.33,64.04
2646,1056,115,3,68.28,49.07
2647,1056,76,2,166.65,135.49
2648,1056,46,3,157.05,100.02
2649,1057,139,2,182.22,139.93
2650,1057,22,3,152.89,110.28
2651,1057,43,1,35.88,21.22
2652,1058,177,2,173.47,103.96
2653,1058,193,1,159.53,115.01
2654,1058,86,2,166.25,123.9
2655,1058,28,2,85.38,60.97
2656,1059,23,1,71.14,54.47
2657,1059,48,2,60.21,38.53
2658,1059,60,1,192.61,126.61
2659,1059,143,1,93.72,62.6
2660,1060,86,2,168.43,123.9
2661,1060,65,2,17.06,13.59
2662,1060,106,1,31.0,22.48
2663,1061,26,2,15.97,11.58
2664,1061,95,3,15.27,11.96
2665,1061,53,2,124.66,81.81
2666,1061,189,3,188.28,148.54
2667,1062,105,3,195.73,129.08
2668,1062,197,2,196.76,140.68
2669,1062,193,2,153.68,115.01
2670,1063,142,2,112.13,86.47
2671,1063,198,1,47.7,32.05
2672,1064,14,3,98.98,72.48
2673,1065,162,2,191.68,120.24
2674,1065,39,3,66.25,50.98
2675,1065,28,3,87.03,60.97
2676,1065,13,3,87.65,65.7
2677,1066,83,3,131.34,86.66
2678,1066,104,2,189.73,143.36
2679,1067,153,1,92.0,62.87
2680,1068,123,1,54.85,35.71
2681,1069,62,2,189.62,146.41
2682,1069,142,2,111.7,86.47
2683,1069,30,2,67.79,50.15
2684,1069,66,1,51.33,31.62
2685,1070,130,2,49.94,34.4
2686,1070,42,2,17.93,12.49
2687,1070,171,1,18.05,10.82
2688,1070,45,2,80.65,67.54
2689,1071,82,3,194.69,115.29
2690,1072,52,2,97.09,63.08
2691,1073,31,3,138.14,83.6
2692,1073,182,3,140.84,98.39
2693,1073,147,1,139.98,97.51
2694,1073,98,2,159.06,117.86
2695,1074,162,1,191.64,120.24
2696,1074,24,3,24.4,17.21
2697,1075,172,1,30.79,19.24
2698,1075,24,1,26.01,17.21
2699,1076,8,2,190.77,115.23
2700,1076,73,3,25.47,17.91
2701,1076,80,3,50.08,29.28
2702,1076,103,2,159.62,108.21
2703,1077,126,2,89.34,71.92
2704,1077,76,1,178.65,135.49
2705,1077,17,3,72.0,53.91
2706,1077,40,3,21.43,17.1
2707,1078,84,1,96.78,73.94
2708,1078,137,3,121.6,90.4
2709,1078,152,1,36.78,23.9
2710,1078,95,1,16.28,11.96
2711,1079,83,3,127.79,86.66
2712,1079,177,2,163.63,103.96
2713,1080,173,2,59.31,45.71
2714,1080,31,2,130.02,83.6
2715,1080,82,3,186.4,115.29
2716,1081,195,3,127.01,99.85
2717,1081,189,1,202.12,148.54
2718,1082,171,1,16.72,10.82
2719,1082,172,1,29.88,19.24
2720,1082,11,3,145.41,111.76
2721,1082,3,1,112.29,74.75
2722,1083,20,1,118.21,84.35
2723,1083,187,1,95.89,58.27
2724,1084,110,2,128.31,101.04
2725,1085,30,3,71.06,50.15
2726,1085,57,3,112.97,70.84
2727,1085,189,1,204.28,148.54
2728,1085,5,3,164.09,100.15
2729,1086,69,2,119.56,71.32
2730,1086,185,3,49.32,32.97
2731,1086,178,2,106.88,68.08
2732,1086,13,1,82.97,65.7
2733,1087,42,1,17.65,12.49
2734,1088,182,1,142.99,98.39
2735,1089,134,3,50.39,41.21
2736,1089,197,1,196.56,140.68
2737,1089,14,1,96.05,72.48
2738,1090,185,1,49.86,32.97
2739,1090,83,1,135.56,86.66
2740,1091,150,1,42.31,34.1
2741,1091,146,2,179.53,127.34
2742,1091,23,3,67.54,54.47
2743,1092,176,3,102.39,64.94
2744,1092,159,2,60.6,42.2
2745,1092,89,1,131.96,84.44
2746,1092,7,3,96.02,69.57
2747,1093,40,2,23.27,17.1
2748,1093,7,3,89.12,69.57
2749,1093,171,1,17.47,10.82
2750,1093,53,1,119.17,81.81
2751,1094,173,1,57.66,45.71
2752,1095,154,2,202.12,126.15
2753,1095,23,2,71.46,54.47
2754,1096,173,2,59.0,45.71
2755,1096,26,2,15.81,11.58
2756,1097,199,2,172.38,138.04
2757,1097,68,3,179.44,125.85
2758,1097,93,3,146.11,114.94
2759,1098,97,1,164.67,116.93
2760,1098,78,2,39.9,29.69
2761,1099,180,3,100.35,63.91
2762,1099,153,1,93.41,62.87
2763,1099,162,3,187.28,120.24
2764,1100,123,1,51.67,35.71
2765,1100,28,2,85.85,60.97
2766,1100,49,3,35.95,21.68
2767,1100,67,1,124.31,75.27
2768,1101,120,1,94.65,61.08
2769,1101,28,1,85.28,60.97
2770,1101,31,2,131.64,83.6
2771,1102,154,2,199.4,126.15
2772,1102,147,1,137.56,97.51
2773,1102,111,2,54.68,39.46
2774,1103,68,3,179.83,125.85
2775,1103,22,1,147.02,110.28
2776,1103,161,2,21.15,13.67
2777,1104,82,2,183.87,115.29
2778,1104,152,2,35.27,23.9
2779,1105,200,2,32.59,20.9
2780,1106,108,3,56.52,37.89
2781,1106,1,3,194.24,119.35
2782,1106,51,3,146.74,106.79
2783,1107,109,1,135.82,106.32
2784,1107,175,1,202.1,121.35
2785,1108,96,3,83.08,56.52
2786,1108,12,3,165.31,109.39
2787,1109,182,1,144.78,98.39
2788,1109,45,2,88.14,67.54
2789,1109,134,2,52.48,41.21
2790,1110,114,3,130.27,86.45
2791,1111,111,2,51.09,39.46
2792,1111,36,2,117.28,79.28
2793,1111,15,1,145.02,91.19
2794,1111,192,2,91.55,73.19
2795,1112,96,1,76.45,56.52
2796,1112,59,3,62.72,43.13
2797,1112,44,2,83.61,63.28
2798,1112,158,3,73.07,59.05
2799,1113,131,2,86.75,61.16
2800,1113,23,2,66.76,54.47
2801,1114,140,2,197.17,129.26
2802,1115,137,3,130.2,90.4
2803,1115,79,2,171.48,130.42
2804,1115,60,1,182.39,126.61
2805,1115,84,1,100.82,73.94
2806,1116,78,2,42.48,29.69
2807,1116,14,2,101.47,72.48
2808,1116,108,2,53.11,37.89
2809,1116,101,3,36.38,22.64
2810,1117,70,1,158.27,120.36
2811,1117,141,2,30.19,21.26
2812,1117,7,1,89.13,69.57
2813,1118,16,1,71.05,57.59
2814,1118,106,1,31.35,22.48
2815,1118,11,3,140.74,111.76
2816,1119,47,3,21.57,15.34
2817,1119,182,2,146.21,98.39
2818,1119,74,1,130.74,81.2
2819,1119,44,1,86.76,63.28
2820,1120,67,2,128.79,75.27
2821,1120,107,3,104.9,77.18
2822,1120,61,1,62.97,36.2
2823,1120,199,2,187.75,138.04
2824,1121,149,2,99.49,75.89
2825,1121,158,2,74.27,59.05
2826,1122,167,1,159.04,106.43
2827,1122,154,2,204.31,126.15
2828,1122,191,2,154.95,104.56
2829,1122,172,2,31.98,19.24
2830,1123,157,1,192.9,146.45
2831,1123,131,2,87.34,61.16
2832,1124,74,2,122.44,81.2
2833,1124,48,3,60.62,38.53
2834,1124,177,3,167.2,103.96
2835,1124,153,2,93.8,62.87
2836,1125,75,2,77.03,49.93
2837,1125,3,3,116.36,74.75
2838,1125,58,1,71.01,46.42
2839,1125,138,1,174.07,129.88
2840,1126,115,3,72.08,49.07
2841,1126,51,1,155.52,106.79
2842,1126,74,1,122.32,81.2
2843,1127,93,1,152.66,114.94
2844,1127,70,3,150.19,120.36
2845,1127,144,2,165.8,111.99
2846,1127,127,2,65.4,51.54
2847,1128,124,1,179.56,144.38
2848,1128,58,2,68.53,46.42
2849,1128,198,2,47.83,32.05
2850,1128,194,1,57.42,41.47
2851,1129,24,2,24.85,17.21
2852,1129,86,3,176.44,123.9
2853,1129,50,1,49.62,35.74
2854,1130,49,3,35.86,21.68
2855,1130,50,1,52.4,35.74
2856,1130,111,1,51.95,39.46
2857,1130,75,2,77.04,49.93
2858,1131,136,1,107.23,72.51
2859,1131,20,3,111.7,84.35
2860,1132,85,3,90.26,70.95
2861,1132,67,1,125.26,75.27
2862,1132,187,3,96.08,58.27
2863,1132,196,3,100.09,66.61
2864,1133,155,3,43.13,32.92
2865,1133,169,3,62.32,47.45
2866,1134,50,2,52.7,35.74
2867,1134,18,2,139.49,88.92
2868,1134,97,1,167.48,116.93
2869,1135,149,3,98.18,75.89
2870,1135,35,3,200.94,134.5
2871,1135,180,1,103.27,63.91
2872,1136,163,1,103.45,73.71
2873,1137,115,2,70.28,49.07
2874,1137,173,1,54.65,45.71
2875,1137,38,3,118.23,93.56
2876,1137,89,2,129.58,84.44
2877,1138,95,1,15.78,11.96
2878,1138,28,2,93.31,60.97
2879,1139,59,2,61.16,43.13
